"","GEOID","Year","FID_1","PROJ_AD","PROJ_CT","PROJ_ST","PROJ_ZI","HOUSING","Units","FID_2","STATEFP10","UNSDLEA10","NAME10"
"457","5306180","2007","455","606 DEVOE ST SE","OLYMPIA","WA","98501","LIHTC",25,"173","53","06180","Olympia School District"
"458","5306180","2007","459","1225 FERN ST SW","OLYMPIA","WA","98502","LIHTC",51,"173","53","06180","Olympia School District"
"459","5306180","2014","525","3500 CAPITAL MALL DR SW","OLYMPIA","WA","98502","LIHTC",260,"173","53","06180","Olympia School District"
"460","5306180","2006","544","2800 LIMITED LN NW","OLYMPIA","WA","98502","LIHTC",160,"173","53","06180","Olympia School District"
"461","5306220","2001","85","902 APPLE LN","OMAK","WA","98841","LIHTC",26,"174","53","06220","Omak School District"
"462","5306220","2012","205","806 SHUMWAY RD","OMAK","WA","98841","LIHTC",20,"174","53","06220","Omak School District"
"463","5306220","2014","492","906 SHUMWAY RD","OMAK","WA","98841","LIHTC",36,"174","53","06220","Omak School District"
"464","5306420","2000","36","301 GOLDEN ST","OROVILLE","WA","98844","LIHTC",21,"181","53","06420","Oroville School District"
"465","5306480","2003","265","830 E ASH ST","OTHELLO","WA","99344","LIHTC",31,"183","53","06480","Othello School District"
"466","5306480","2004","380","935 S SEVENTH AVE","OTHELLO","WA","99344","LIHTC",25,"183","53","06480","Othello School District"
"467","5306570","2001","51","2315 W JAY ST","PASCO","WA","99301","LIHTC",54,"186","53","06570","Pasco School District"
"468","5306570","2005","139","2407 W JAY ST","PASCO","WA","99301","LIHTC",46,"186","53","06570","Pasco School District"
"469","5306570","2011","172","1534 E SPOKANE ST","PASCO","WA","99301","LIHTC",43,"186","53","06570","Pasco School District"
"470","5306570","2007","253","801 N 22ND AVE","PASCO","WA","99301","LIHTC",44,"186","53","06570","Pasco School District"
"471","5306570","2004","295","6102 N RD 68","PASCO","WA","99301","LIHTC",200,"186","53","06570","Pasco School District"
"472","5306570","2005","320","9315 CHAPEL HILL BLVD","PASCO","WA","99301","LIHTC",242,"186","53","06570","Pasco School District"
"473","5306690","2003","356","3405 ERICKSON ST","GIG HARBOR","WA","98335","LIHTC",39,"190","53","06690","Peninsula School District"
"474","5306840","2009","92","1235 LANDES ST","PORT TOWNSEND","WA","98368","LIHTC",44,"194","53","06840","Port Townsend School District"
"475","5306840","2009","96","620 HANCOCK ST","PORT TOWNSEND","WA","98368","LIHTC",24,"194","53","06840","Port Townsend School District"
"476","5306840","2004","184","1640 20TH ST","PORT TOWNSEND","WA","98368","LIHTC",50,"194","53","06840","Port Townsend School District"
"477","5306840","2003","355","1921 SHERMAN ST","PORT TOWNSEND","WA","98368","LIHTC",29,"194","53","06840","Port Townsend School District"
"478","5306930","2012","151","755 NE TERRE VIEW DR","PULLMAN","WA","99163","LIHTC",28,"197","53","06930","Pullman School District"
"479","5306930","2007","282","555 NE TERRE VIEW DR","PULLMAN","WA","99163","LIHTC",26,"197","53","06930","Pullman School District"
"480","5306930","2011","409","550 NE TERRE VIEW DR","PULLMAN","WA","99163","LIHTC",26,"197","53","06930","Pullman School District"
"481","5306960","2000","33","400 FOURTH AVE SE","PUYALLUP","WA","98372","LIHTC",25,"198","53","06960","Puyallup School District"
"482","5306960","2002","243","201 27TH AVE SE","PUYALLUP","WA","98374","LIHTC",273,"198","53","06960","Puyallup School District"
"483","5307080","2001","81","1010 BIRCH ST SW","QUINCY","WA","98848","LIHTC",26,"202","53","07080","Quincy School District"
"484","5307080","2010","129","125 E DEACON AVE","GEORGE","WA","98848","LIHTC",51,"202","53","07080","Quincy School District"
"485","5307080","2013","136","705 CENTRAL AVE N","QUINCY","WA","98848","LIHTC",51,"202","53","07080","Quincy School District"
"486","5307080","2004","298","300 E ST NE","QUINCY","WA","98848","LIHTC",26,"202","53","07080","Quincy School District"
"487","5307080","2005","306","500 E ST NE","QUINCY","WA","98848","LIHTC",26,"202","53","07080","Quincy School District"
"488","5307230","2001","52","3000 SE ROYAL HILLS DR","RENTON","WA","98058","LIHTC",284,"206","53","07230","Renton School District"
"489","5307230","2008","107","6900 S 125TH ST","SEATTLE","WA","98178","LIHTC",208,"206","53","07230","Renton School District"
"490","5307230","2010","130","419 S SECOND ST","RENTON","WA","98057","LIHTC",59,"206","53","07230","Renton School District"
"491","5307230","2008","166","415 WILLIAMS AVE S","RENTON","WA","98057","LIHTC",92,"206","53","07230","Renton School District"
"492","5307230","2004","277","12511 69TH AVE S","SEATTLE","WA","98178","LIHTC",104,"206","53","07230","Renton School District"
"493","5307230","2004","294","12210 SE PETROVITSKY RD","RENTON","WA","98058","LIHTC",140,"206","53","07230","Renton School District"
"494","5307230","2005","321","12210 SE PETROVITSKY RD","RENTON","WA","98058","LIHTC",56,"206","53","07230","Renton School District"
"495","5307230","2015","717","17901 105th Pl SE","Renton","WA","98055","PUB",77,"206","53","07230","Renton School District"
"496","5307320","2013","138","651 MCMURRAY ST","RICHLAND","WA","99354","LIHTC",41,"208","53","07320","Richland School District"
"497","5307320","2005","420","1950 BELLERIVE DR","RICHLAND","WA","99352","LIHTC",150,"208","53","07320","Richland School District"
"498","5307710","2001","6","346 15TH AVE E","SEATTLE","WA","98112","LIHTC",19,"219","53","07710","Seattle School District"
"499","5307710","2001","7","117 18TH AVE","SEATTLE","WA","98122","LIHTC",55,"219","53","07710","Seattle School District"
"500","5307710","2001","10","6940 37TH AVE S","SEATTLE","WA","98118","LIHTC",83,"219","53","07710","Seattle School District"
"501","5307710","2000","13","1170 HARRISON ST","SEATTLE","WA","98109","LIHTC",59,"219","53","07710","Seattle School District"
"502","5307710","2001","28","7083 HOLLY PARK DR S","SEATTLE","WA","98118","LIHTC",96,"219","53","07710","Seattle School District"
"503","5307710","2001","32","9401 27TH AVE SW","SEATTLE","WA","98126","LIHTC",45,"219","53","07710","Seattle School District"
"504","5307710","2000","35","2225 FOURTH AVE","SEATTLE","WA","98121","LIHTC",107,"219","53","07710","Seattle School District"
"505","5307710","2002","42","2208 SECOND AVE","SEATTLE","WA","98121","LIHTC",25,"219","53","07710","Seattle School District"
"506","5307710","2001","50","3600 S OREGON ST","SEATTLE","WA","98118","LIHTC",39,"219","53","07710","Seattle School District"
"507","5307710","2000","66","909 FOURTH AVE","SEATTLE","WA","98104","LIHTC",20,"219","53","07710","Seattle School District"
"508","5307710","2000","68","5100 40TH AVE NE","SEATTLE","WA","98105","LIHTC",113,"219","53","07710","Seattle School District"
"509","5307710","2002","72","1321 E UNION ST","SEATTLE","WA","98122","LIHTC",38,"219","53","07710","Seattle School District"
"510","5307710","2002","78","11032 LAKE CITY WAY NE","SEATTLE","WA","98125","LIHTC",50,"219","53","07710","Seattle School District"
"511","5307710","2000","88","111 YALE AVE N","SEATTLE","WA","98109","LIHTC",126,"219","53","07710","Seattle School District"
"512","5307710","2000","90","1922 NINTH AVE","SEATTLE","WA","98101","LIHTC",47,"219","53","07710","Seattle School District"
"513","5307710","2009","93","801 NINTH AVE","SEATTLE","WA","98104","LIHTC",56,"219","53","07710","Seattle School District"
"514","5307710","2009","98","6558 35TH AVE SW","SEATTLE","WA","98126","LIHTC",256,"219","53","07710","Seattle School District"
"515","5307710","2008","109","843 HIAWATHA PL S","SEATTLE","WA","98144","LIHTC",61,"219","53","07710","Seattle School District"
"516","5307710","2008","112","3936 S KENYON ST","SEATTLE","WA","98118","LIHTC",18,"219","53","07710","Seattle School District"
"517","5307710","2011","113","6800 62ND AVE NE","SEATTLE","WA","98115","LIHTC",52,"219","53","07710","Seattle School District"
"518","5307710","2011","118","140 23RD AVE S","SEATTLE","WA","98144","LIHTC",51,"219","53","07710","Seattle School District"
"519","5307710","2005","119","1811 EASTLAKE AVE","SEATTLE","WA","98101","LIHTC",49,"219","53","07710","Seattle School District"
"520","5307710","2005","122","909 BOREN AVE","SEATTLE","WA","98104","LIHTC",49,"219","53","07710","Seattle School District"
"521","5307710","2010","127","9200 SECOND AVE SW","SEATTLE","WA","98106","LIHTC",449,"219","53","07710","Seattle School District"
"522","5307710","2010","128","111 CEDAR ST","SEATTLE","WA","98121","LIHTC",84,"219","53","07710","Seattle School District"
"523","5307710","2013","132","1753 NW 56TH ST","SEATTLE","WA","98107","LIHTC",80,"219","53","07710","Seattle School District"
"524","5307710","2013","133","6818 62ND AVE NE","SEATTLE","WA","98115","LIHTC",54,"219","53","07710","Seattle School District"
"525","5307710","2006","141","116 STEWART ST","SEATTLE","WA","98101","LIHTC",87,"219","53","07710","Seattle School District"
"526","5307710","2006","142","8623 ROOSEVELT WAY NE","SEATTLE","WA","98115","LIHTC",19,"219","53","07710","Seattle School District"
"527","5307710","2012","145","4112 MLK JR WAY S","SEATTLE","WA","98108","LIHTC",118,"219","53","07710","Seattle School District"
"528","5307710","2012","149","1206 E JEFFERSON ST","SEATTLE","WA","98122","LIHTC",40,"219","53","07710","Seattle School District"
"529","5307710","2012","150","4484 MLK JR WAY S","SEATTLE","WA","98108","LIHTC",52,"219","53","07710","Seattle School District"
"530","5307710","2009","156","5270 RAINIER AVE S","SEATTLE","WA","98118","LIHTC",50,"219","53","07710","Seattle School District"
"531","5307710","2003","162","1530 THIRD AVE","SEATTLE","WA","98101","LIHTC",65,"219","53","07710","Seattle School District"
"532","5307710","2004","180","607 MAYNARD AVE S","SEATTLE","WA","98104","LIHTC",98,"219","53","07710","Seattle School District"
"533","5307710","2004","181","1133 23RD AVE S","SEATTLE","WA","98144","LIHTC",16,"219","53","07710","Seattle School District"
"534","5307710","2010","185","1001 E JOHN ST","SEATTLE","WA","98102","LIHTC",30,"219","53","07710","Seattle School District"
"535","5307710","2010","187","424 MINOR AVE N","SEATTLE","WA","98109","LIHTC",83,"219","53","07710","Seattle School District"
"536","5307710","2010","188","118 BELL ST","SEATTLE","WA","98121","LIHTC",50,"219","53","07710","Seattle School District"
"537","5307710","2014","195","1660 12TH AVE","SEATTLE","WA","98122","LIHTC",86,"219","53","07710","Seattle School District"
"538","5307710","2005","197","6701 21ST AVE SW","SEATTLE","WA","98106","LIHTC",21,"219","53","07710","Seattle School District"
"539","5307710","2005","198","3605 33RD AVE S","SEATTLE","WA","98144","LIHTC",178,"219","53","07710","Seattle School District"
"540","5307710","2005","199","230 EIGHTH AVE N","SEATTLE","WA","98109","LIHTC",50,"219","53","07710","Seattle School District"
"541","5307710","2005","203","4408 DELRIDGE WAY SW","SEATTLE","WA","98106","LIHTC",36,"219","53","07710","Seattle School District"
"542","5307710","2013","206","308 FOURTH AVE S","SEATTLE","WA","98104","LIHTC",254,"219","53","07710","Seattle School District"
"543","5307710","2013","210","10507 AURORA AVE N","SEATTLE","WA","98133","LIHTC",87,"219","53","07710","Seattle School District"
"544","5307710","2009","211","3900 S KENYON ST","SEATTLE","WA","98118","LIHTC",41,"219","53","07710","Seattle School District"
"545","5307710","2009","212","2427 SW HOLDEN ST","SEATTLE","WA","98106","LIHTC",26,"219","53","07710","Seattle School District"
"546","5307710","2009","213","9201 RAINIER AVE S","SEATTLE","WA","98118","LIHTC",552,"219","53","07710","Seattle School District"
"547","5307710","2009","216","14200 LINDEN AVE N","SEATTLE","WA","98133","LIHTC",474,"219","53","07710","Seattle School District"
"548","5307710","2006","218","107 CHERRY ST","SEATTLE","WA","98104","LIHTC",89,"219","53","07710","Seattle School District"
"549","5307710","2006","221","4425 MLK JR WAY S","SEATTLE","WA","98108","LIHTC",50,"219","53","07710","Seattle School District"
"550","5307710","2008","238","6420 CALIFORNIA AVE SW","SEATTLE","WA","98136","LIHTC",654,"219","53","07710","Seattle School District"
"551","5307710","2002","242","1831 EIGHTH AVE","SEATTLE","WA","98101","LIHTC",64,"219","53","07710","Seattle School District"
"552","5307710","2002","244","1816 BELLEVUE AVE","SEATTLE","WA","98122","LIHTC",34,"219","53","07710","Seattle School District"
"553","5307710","2007","257","420 BLANCHARD ST","SEATTLE","WA","98121","LIHTC",59,"219","53","07710","Seattle School District"
"554","5307710","2011","262","12536 33RD AVE NE","SEATTLE","WA","98125","LIHTC",85,"219","53","07710","Seattle School District"
"555","5307710","2003","269","1615 19TH AVE","SEATTLE","WA","98122","LIHTC",45,"219","53","07710","Seattle School District"
"556","5307710","2003","271","2615 FIRST AVE","SEATTLE","WA","98121","LIHTC",28,"219","53","07710","Seattle School District"
"557","5307710","2004","273","6188 FOURTH AVE S","SEATTLE","WA","98108","LIHTC",32,"219","53","07710","Seattle School District"
"558","5307710","2004","275","509 THIRD AVE","SEATTLE","WA","98104","LIHTC",190,"219","53","07710","Seattle School District"
"559","5307710","2004","276","212 ALASKAN WAY S","SEATTLE","WA","98104","LIHTC",44,"219","53","07710","Seattle School District"
"560","5307710","2013","290","5444 DELRIDGE WAY SW","SEATTLE","WA","98106","LIHTC",66,"219","53","07710","Seattle School District"
"561","5307710","2013","292","7700 RAINIER AVE S","SEATTLE","WA","98118","LIHTC",61,"219","53","07710","Seattle School District"
"562","5307710","2004","293","619 THIRD AVE","SEATTLE","WA","98104","LIHTC",26,"219","53","07710","Seattle School District"
"563","5307710","2004","297","115 PREFONTAINE PL S","SEATTLE","WA","98104","LIHTC",50,"219","53","07710","Seattle School District"
"564","5307710","2005","300","3512 S JUNEAU ST","SEATTLE","WA","98118","LIHTC",26,"219","53","07710","Seattle School District"
"565","5307710","2005","305","803 E DENNY WAY","SEATTLE","WA","98122","LIHTC",49,"219","53","07710","Seattle School District"
"566","5307710","2007","307","6512 35TH AVE SW","SEATTLE","WA","98126","LIHTC",34,"219","53","07710","Seattle School District"
"567","5307710","2008","313","2119 THIRD AVE","SEATTLE","WA","98121","LIHTC",95,"219","53","07710","Seattle School District"
"568","5307710","2008","315","2300 S MASSACHUSETTS ST","SEATTLE","WA","98144","LIHTC",36,"219","53","07710","Seattle School District"
"569","5307710","2005","323","65 S WASHINGTON ST","SEATTLE","WA","98104","LIHTC",23,"219","53","07710","Seattle School District"
"570","5307710","2005","325","1302 E YESLER WAY","SEATTLE","WA","98122","LIHTC",30,"219","53","07710","Seattle School District"
"571","5307710","2006","327","1426 WESTERN AVE","SEATTLE","WA","98101","LIHTC",64,"219","53","07710","Seattle School District"
"572","5307710","2006","332","651 S MAIN ST","SEATTLE","WA","98104","LIHTC",50,"219","53","07710","Seattle School District"
"573","5307710","2009","338","12740 33RD AVE NE","SEATTLE","WA","98125","LIHTC",75,"219","53","07710","Seattle School District"
"574","5307710","2009","340","4811 S HENDERSON ST","SEATTLE","WA","98118","LIHTC",44,"219","53","07710","Seattle School District"
"575","5307710","2011","341","4719 12TH AVE NE","SEATTLE","WA","98105","LIHTC",63,"219","53","07710","Seattle School District"
"576","5307710","2011","345","8124 RAINIER AVE S","SEATTLE","WA","98118","LIHTC",71,"219","53","07710","Seattle School District"
"577","5307710","2011","347","13716 LAKE CITY WAY NE","SEATTLE","WA","98125","LIHTC",31,"219","53","07710","Seattle School District"
"578","5307710","2002","349","5425 DELRIDGE WAY SW","SEATTLE","WA","98106","LIHTC",19,"219","53","07710","Seattle School District"
"579","5307710","2002","352","1823 E MADISON ST","SEATTLE","WA","98122","LIHTC",26,"219","53","07710","Seattle School District"
"580","5307710","2003","357","94 BAY ST","SEATTLE","WA","98121","LIHTC",70,"219","53","07710","Seattle School District"
"581","5307710","2003","360","2317 THIRD AVE","SEATTLE","WA","98121","LIHTC",50,"219","53","07710","Seattle School District"
"582","5307710","2003","361","4000 MLK JR WAY S","SEATTLE","WA","98108","LIHTC",21,"219","53","07710","Seattle School District"
"583","5307710","2012","368","919 STEWART ST","SEATTLE","WA","98101","LIHTC",50,"219","53","07710","Seattle School District"
"584","5307710","2013","369","2010 S JACKSON ST","SEATTLE","WA","98144","LIHTC",61,"219","53","07710","Seattle School District"
"585","5307710","2004","374","4545 42ND AVE SW","SEATTLE","WA","98116","LIHTC",105,"219","53","07710","Seattle School District"
"586","5307710","2004","379","3621 33RD AVE S","SEATTLE","WA","98144","LIHTC",206,"219","53","07710","Seattle School District"
"587","5307710","2008","381","12740 30TH AVE NE","SEATTLE","WA","98125","LIHTC",206,"219","53","07710","Seattle School District"
"588","5307710","2008","387","3623 WOODLAND PARK AVE N","SEATTLE","WA","98103","LIHTC",18,"219","53","07710","Seattle School District"
"589","5307710","2009","389","430 MINOR AVE N","SEATTLE","WA","98109","LIHTC",49,"219","53","07710","Seattle School District"
"590","5307710","2009","394","1000 S HENDERSON ST","SEATTLE","WA","98108","LIHTC",25,"219","53","07710","Seattle School District"
"591","5307710","2004","400","721 S LN ST","SEATTLE","WA","98104","LIHTC",57,"219","53","07710","Seattle School District"
"592","5307710","2010","406","4626 MLK JR WAY S","SEATTLE","WA","98108","LIHTC",83,"219","53","07710","Seattle School District"
"593","5307710","2005","417","2917 S SNOQUALMIE ST","SEATTLE","WA","98108","LIHTC",184,"219","53","07710","Seattle School District"
"594","5307710","2012","423","2519 FIRST AVE","SEATTLE","WA","98121","LIHTC",82,"219","53","07710","Seattle School District"
"595","5307710","2013","430","223 PONTIUS AVE N","SEATTLE","WA","98109","LIHTC",84,"219","53","07710","Seattle School District"
"596","5307710","2013","432","3605 34TH AVE S","SEATTLE","WA","98144","LIHTC",70,"219","53","07710","Seattle School District"
"597","5307710","2003","438","312 NW 85TH ST","SEATTLE","WA","98117","LIHTC",31,"219","53","07710","Seattle School District"
"598","5307710","2006","442","6550 32ND AVE SW","SEATTLE","WA","98126","LIHTC",344,"219","53","07710","Seattle School District"
"599","5307710","2006","443","1215 N 45TH ST","SEATTLE","WA","98103","LIHTC",70,"219","53","07710","Seattle School District"
"600","5307710","2006","445","9000 EIGHTH AVE NE","SEATTLE","WA","98115","LIHTC",81,"219","53","07710","Seattle School District"
"601","5307710","2007","449","815 E PINE ST","SEATTLE","WA","98122","LIHTC",44,"219","53","07710","Seattle School District"
"602","5307710","2007","450","13030 LINDEN AVE N","SEATTLE","WA","98133","LIHTC",140,"219","53","07710","Seattle School District"
"603","5307710","2007","458","415 TENTH AVE","SEATTLE","WA","98122","LIHTC",75,"219","53","07710","Seattle School District"
"604","5307710","2007","467","2445 NW 57TH ST","SEATTLE","WA","98107","LIHTC",704,"219","53","07710","Seattle School District"
"605","5307710","2007","477","13000 LINDEN AVE N","SEATTLE","WA","98133","LIHTC",251,"219","53","07710","Seattle School District"
"606","5307710","2007","485","201 YESLER WAY","SEATTLE","WA","98104","LIHTC",132,"219","53","07710","Seattle School District"
"607","5307710","2014","486","2915 RAINIER AVE S","SEATTLE","WA","98144","LIHTC",57,"219","53","07710","Seattle School District"
"608","5307710","2014","487","431 BOYLSTON AVE E","SEATTLE","WA","98102","LIHTC",45,"219","53","07710","Seattle School District"
"609","5307710","2003","497","2024 THIRD AVE","SEATTLE","WA","98121","LIHTC",130,"219","53","07710","Seattle School District"
"610","5307710","2006","520","609 YESLER WAY","SEATTLE","WA","98104","LIHTC",136,"219","53","07710","Seattle School District"
"611","5307710","2006","529","914 E HARRISON ST","SEATTLE","WA","98102","LIHTC",31,"219","53","07710","Seattle School District"
"612","5307710","2014","535","9061 SEWARD PARK AVE S","SEATTLE","WA","98118","LIHTC",379,"219","53","07710","Seattle School District"
"613","5307710","2006","539","6520 35TH AVE SW","SEATTLE","WA","98126","LIHTC",35,"219","53","07710","Seattle School District"
"614","5307710","2009","545","6507 Sylvan Way SW","Seattle","WA","98126","PUB",4,"219","53","07710","Seattle School District"
"615","5307710","2008","551","5043 Delridge Way SW","Seattle","WA","98106","PUB",2,"219","53","07710","Seattle School District"
"616","5307710","2001","553","7123 38th Ave S","Seattle","WA","98118","PUB",7,"219","53","07710","Seattle School District"
"617","5307710","2006","554","5952 High Point Dr SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"618","5307710","2006","556","6313 30th Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"619","5307710","2009","559","6510 30th Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"620","5307710","2005","564","7625 Rockery Dr S","Seattle","WA","98118","PUB",4,"219","53","07710","Seattle School District"
"621","5307710","2012","565","3072 S Oregon St","Seattle","WA","98108","PUB",5,"219","53","07710","Seattle School District"
"622","5307710","2009","566","6420 29th Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"623","5307710","2009","568","6582 32nd Ave SW","Seattle","WA","98126","PUB",4,"219","53","07710","Seattle School District"
"624","5307710","2009","569","6513 Sylvan Way SW","Seattle","WA","98126","PUB",3,"219","53","07710","Seattle School District"
"625","5307710","2006","572","5912 High Point Dr SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"626","5307710","2006","573","3110 SW Graham St","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"627","5307710","2006","575","6304 High Point Dr SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"628","5307710","2001","576","7139 Holly Park Dr S","Seattle","WA","98118","PUB",2,"219","53","07710","Seattle School District"
"629","5307710","2009","577","6557 Sylvan Way SW","Seattle","WA","98126","PUB",8,"219","53","07710","Seattle School District"
"630","5307710","2008","578","9432 27th Ave SW","Seattle","WA","98126","PUB",4,"219","53","07710","Seattle School District"
"631","5307710","2006","579","3120 SW Raymond St","Seattle","WA","98126","PUB",3,"219","53","07710","Seattle School District"
"632","5307710","2003","580","5915 Delridge Way SW","Seattle","WA","98106","PUB",12,"219","53","07710","Seattle School District"
"633","5307710","2011","582","2401 NE Blakeley St","Seattle","WA","98105","PUB",70,"219","53","07710","Seattle School District"
"634","5307710","2005","583","2851 S Genesee St","Seattle","WA","98108","PUB",4,"219","53","07710","Seattle School District"
"635","5307710","2001","585","9413 27th Ave SW","Seattle","WA","98126","PUB",3,"219","53","07710","Seattle School District"
"636","5307710","2009","586","6437 30th Ave SW","Seattle","WA","98126","PUB",10,"219","53","07710","Seattle School District"
"637","5307710","2005","589","4307 Mlk Jr Way S","Seattle","WA","98108","PUB",4,"219","53","07710","Seattle School District"
"638","5307710","2012","590","3001 S Adams St","Seattle","WA","98108","PUB",4,"219","53","07710","Seattle School District"
"639","5307710","2005","591","3815 S Othello St","Seattle","WA","98118","PUB",24,"219","53","07710","Seattle School District"
"640","5307710","2001","593","7145 Holly Park Dr S","Seattle","WA","98118","PUB",4,"219","53","07710","Seattle School District"
"641","5307710","2006","595","5953 High Point Dr SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"642","5307710","2006","596","5912 32nd Ave SW","Seattle","WA","98126","PUB",4,"219","53","07710","Seattle School District"
"643","5307710","2006","599","5928 32nd Ave SW","Seattle","WA","98126","PUB",3,"219","53","07710","Seattle School District"
"644","5307710","2005","600","3713 S Othello St","Seattle","WA","98118","PUB",2,"219","53","07710","Seattle School District"
"645","5307710","2009","601","6526 32nd Ave SW","Seattle","WA","98126","PUB",3,"219","53","07710","Seattle School District"
"646","5307710","2006","603","6030 High Point Dr SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"647","5307710","2006","604","6316 High Point Dr SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"648","5307710","2005","608","7602 40th Ave S","Seattle","WA","98118","PUB",12,"219","53","07710","Seattle School District"
"649","5307710","2006","611","5981 High Point Dr SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"650","5307710","2001","612","7155 Holly Park Dr S","Seattle","WA","98118","PUB",2,"219","53","07710","Seattle School District"
"651","5307710","2012","615","4210 Martin Luther King Jr Way S","Seattle","WA","98108","PUB",3,"219","53","07710","Seattle School District"
"652","5307710","2011","616","1715 NW 59th St","Seattle","WA","98107","PUB",44,"219","53","07710","Seattle School District"
"653","5307710","2009","617","6544 32nd Ave SW","Seattle","WA","98126","PUB",3,"219","53","07710","Seattle School District"
"654","5307710","2009","618","6414 30th Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"655","5307710","2003","620","7555 24th Ave SW","Seattle","WA","98106","PUB",8,"219","53","07710","Seattle School District"
"656","5307710","2006","621","2728 SW Macarthur Ln","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"657","5307710","2009","624","6428 30th Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"658","5307710","2005","626","4215 Mlk Jr Way S","Seattle","WA","98108","PUB",3,"219","53","07710","Seattle School District"
"659","5307710","2005","627","2912 S Adams St","Seattle","WA","98108","PUB",4,"219","53","07710","Seattle School District"
"660","5307710","2005","628","7719 Mlk Jr Way S","Seattle","WA","98118","PUB",4,"219","53","07710","Seattle School District"
"661","5307710","2003","630","7523 24th Ave SW","Seattle","WA","98106","PUB",8,"219","53","07710","Seattle School District"
"662","5307710","2006","635","2718 SW Macarthur Ln","Seattle","WA","98126","PUB",4,"219","53","07710","Seattle School District"
"663","5307710","2005","636","7536 40th Ave S","Seattle","WA","98118","PUB",4,"219","53","07710","Seattle School District"
"664","5307710","2008","637","11736 Pinehurst Way NE","Seattle","WA","98125","PUB",8,"219","53","07710","Seattle School District"
"665","5307710","2006","638","6026 31st Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"666","5307710","2003","640","7535 24th Ave SW","Seattle","WA","98106","PUB",8,"219","53","07710","Seattle School District"
"667","5307710","2006","641","3126 SW Raymond St","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"668","5307710","2006","642","6004 31st Ave SW","Seattle","WA","98126","PUB",4,"219","53","07710","Seattle School District"
"669","5307710","2006","643","5973 High Point Dr SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"670","5307710","2006","644","2738 SW Macarthur Ln","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"671","5307710","2009","645","6531 Sylvan Way SW","Seattle","WA","98126","PUB",3,"219","53","07710","Seattle School District"
"672","5307710","2005","646","7631 Rockery Dr S","Seattle","WA","98118","PUB",6,"219","53","07710","Seattle School District"
"673","5307710","2006","650","5916 High Point Dr SW","Seattle","WA","98126","PUB",4,"219","53","07710","Seattle School District"
"674","5307710","2009","653","6563 32nd Ave SW","Seattle","WA","98126","PUB",3,"219","53","07710","Seattle School District"
"675","5307710","2008","654","7100 California Ave SW","Seattle","WA","98136","PUB",12,"219","53","07710","Seattle School District"
"676","5307710","2006","655","6322 29th Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"677","5307710","2012","657","2971 S Dakota St","Seattle","WA","98108","PUB",2,"219","53","07710","Seattle School District"
"678","5307710","2009","662","6433 29th Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"679","5307710","2009","664","6724 31st Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"680","5307710","2008","665","5908 16th Ave S","Seattle","WA","98108","PUB",2,"219","53","07710","Seattle School District"
"681","5307710","2006","666","6329 High Point Dr SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"682","5307710","2011","669","600 5th Ave W","Seattle","WA","98119","PUB",26,"219","53","07710","Seattle School District"
"683","5307710","2008","670","4818 Delridge Way SW","Seattle","WA","98106","PUB",3,"219","53","07710","Seattle School District"
"684","5307710","2012","673","3060 S Genesee St","Seattle","WA","98108","PUB",4,"219","53","07710","Seattle School District"
"685","5307710","2011","674","12536 33rd Ave NE","Seattle","WA","98125","PUB",86,"219","53","07710","Seattle School District"
"686","5307710","2005","677","7533 Mlk Jr Way S","Seattle","WA","98118","PUB",4,"219","53","07710","Seattle School District"
"687","5307710","2001","678","9421 27th Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"688","5307710","2006","680","6325 30th Ave SW","Seattle","WA","98126","PUB",4,"219","53","07710","Seattle School District"
"689","5307710","2005","681","7603 Mlk Jr Way S","Seattle","WA","98118","PUB",6,"219","53","07710","Seattle School District"
